chart,series,x_value,x_label,metric,value_share,value_pct,source
cohort_funnel,4h:week_1_retention,23,,week_1_retention,0.526277,52.628,report/index.html
cohort_funnel,weekly:new_wallets,0,Dec. 29,new_wallets,,9001,report/index.html
cohort_funnel,weekly:week_1_retention,0,Dec. 29,week_1_retention,0.932482,93.248,report/index.html
cohort_funnel,weekly:week_4_retention,0,Dec. 29,week_4_retention,0.735036,73.504,report/index.html
cohort_funnel,weekly:new_wallets,1,,new_wallets,,6836,report/index.html
cohort_funnel,weekly:week_1_retention,1,,week_1_retention,0.848905,84.891,report/index.html
cohort_funnel,weekly:week_4_retention,1,,week_4_retention,0.331752,33.175,report/index.html
cohort_funnel,weekly:new_wallets,2,,new_wallets,,2963,report/index.html
cohort_funnel,weekly:week_1_retention,2,,week_1_retention,0.740876,74.088,report/index.html
cohort_funnel,weekly:week_4_retention,2,,week_4_retention,0.477372,47.737,report/index.html
cohort_funnel,weekly:new_wallets,3,Jan. 19,new_wallets,,2761,report/index.html
cohort_funnel,weekly:week_1_retention,3,Jan. 19,week_1_retention,0.746715,74.672,report/index.html
cohort_funnel,weekly:week_4_retention,3,Jan. 19,week_4_retention,0.228102,22.81,report/index.html
cohort_funnel,weekly:new_wallets,4,,new_wallets,,1970,report/index.html
cohort_funnel,weekly:week_1_retention,4,,week_1_retention,0.7,70.0,report/index.html
cohort_funnel,weekly:week_4_retention,4,,week_4_retention,0.390146,39.015,report/index.html
cohort_funnel,weekly:new_wallets,5,,new_wallets,,1552,report/index.html
cohort_funnel,weekly:week_1_retention,5,,week_1_retention,0.721168,72.117,report/index.html
cohort_funnel,weekly:week_4_retention,5,,week_4_retention,0.467883,46.788,report/index.html
cohort_funnel,weekly:new_wallets,6,Feb. 9,new_wallets,,2272,report/index.html
cohort_funnel,weekly:week_1_retention,6,Feb. 9,week_1_retention,0.745985,74.599,report/index.html
cohort_funnel,weekly:week_4_retention,6,Feb. 9,week_4_retention,0.432117,43.212,report/index.html
cohort_funnel,weekly:new_wallets,7,,new_wallets,,1715,report/index.html
cohort_funnel,weekly:week_1_retention,7,,week_1_retention,0.810584,81.058,report/index.html
cohort_funnel,weekly:week_4_retention,7,,week_4_retention,0.380292,38.029,report/index.html
cohort_funnel,weekly:new_wallets,8,,new_wallets,,2233,report/index.html
cohort_funnel,weekly:week_1_retention,8,,week_1_retention,0.816788,81.679,report/index.html
cohort_funnel,weekly:week_4_retention,8,,week_4_retention,0.34927,34.927,report/index.html
cohort_funnel,weekly:new_wallets,9,Mar. 2,new_wallets,,3505,report/index.html
cohort_funnel,weekly:week_1_retention,9,Mar. 2,week_1_retention,0.860584,86.058,report/index.html
cohort_funnel,weekly:week_4_retention,9,Mar. 2,week_4_retention,0.712774,71.277,report/index.html
cohort_funnel,weekly:new_wallets,10,,new_wallets,,2289,report/index.html
cohort_funnel,weekly:week_1_retention,10,,week_1_retention,0.829562,82.956,report/index.html
cohort_funnel,weekly:week_4_retention,10,,week_4_retention,0.621898,62.19,report/index.html
cohort_funnel,weekly:new_wallets,11,,new_wallets,,1474,report/index.html
cohort_funnel,weekly:week_1_retention,11,,week_1_retention,0.712774,71.277,report/index.html
cohort_funnel,weekly:week_4_retention,11,,week_4_retention,0.463139,46.314,report/index.html
cohort_funnel,weekly:new_wallets,12,Mar. 23,new_wallets,,1262,report/index.html
cohort_funnel,weekly:week_1_retention,12,Mar. 23,week_1_retention,0.704015,70.401,report/index.html
cohort_funnel,weekly:week_4_retention,12,Mar. 23,week_4_retention,0.346715,34.672,report/index.html
cohort_funnel,weekly:new_wallets,13,,new_wallets,,1113,report/index.html
cohort_funnel,weekly:week_1_retention,13,,week_1_retention,0.733942,73.394,report/index.html
cohort_funnel,weekly:week_4_retention,13,,week_4_retention,0.34708,34.708,report/index.html
cohort_funnel,weekly:new_wallets,14,,new_wallets,,861,report/index.html
cohort_funnel,weekly:week_1_retention,14,,week_1_retention,0.672993,67.299,report/index.html
cohort_funnel,weekly:week_4_retention,14,,week_4_retention,0.322628,32.263,report/index.html
cohort_funnel,weekly:new_wallets,15,Apr. 13,new_wallets,,889,report/index.html
cohort_funnel,weekly:week_1_retention,15,Apr. 13,week_1_retention,0.719708,71.971,report/index.html
cohort_funnel,weekly:week_4_retention,15,Apr. 13,week_4_retention,0.255474,25.547,report/index.html
cohort_funnel,weekly:new_wallets,16,Jun 1,new_wallets,,900,report/index.html
cohort_funnel,weekly:week_1_retention,16,Jun 1,week_1_retention,0.714964,71.496,report/index.html
